key_studentInfo,final_result,disability,module_presentation_length,gender,highest_education,imd_band,num_of_prev_attempts,region,studied_credits,age_band,Nombre de date_submitted,Moyenne de score,Moyenne pondérée de score,date_registration,Nombre de date,sum_click,Nombre de activity_type
106553DDD2014J,Pass,N,262,F,Lower Than A Level,40-50%,0,Yorkshire Region,60,0-35,6,"79,67",77.3,-136,248,548,76
106577AAA2013J,Pass,N,268,M,Lower Than A Level,20-30%,0,East Midlands Region,60,0-35,5,"53,40",54.2,-107,221,733,50
1065824FFF2013J,Distinction,N,268,M,HE Qualification,50-60%,0,Wales,150,35-55,12,"92,00",92.3554134307903,-190,1815,9614,145
106588BBB2013J,Distinction,N,268,F,A Level or Equivalent,60-70%,0,Scotland,60,35-55,11,"90,18",82.64,-24,377,981,59
106793BBB2014J,Fail,N,262,M,A Level or Equivalent,60-70%,0,East Anglian Region,60,35-55,5,"57,80",48.95,-23,172,404,48
1068316CCC2014J,Fail,N,269,M,A Level or Equivalent,40-50%,0,Scotland,60,35-55,7,"37,86",41.79120879120879,-92,337,1401,68
107028FFF2013J,Fail,N,268,M,Lower Than A Level,10-20,0,East Midlands Region,90,0-35,6,"62,83",43.37508509189925,-58,256,581,66
107084FFF2013J,Fail,N,268,M,HE Qualification,0-10%,0,London Region,200,35-55,11,"60,55",49.84547311095984,-17,424,1493,90
107339EEE2013J,Distinction,N,268,F,HE Qualification,10-20,0,Scotland,60,0-35,4,"96,75",96.48,-59,592,2221,50
1073766EEE2013J,Pass,N,268,M,HE Qualification,80-90%,0,East Midlands Region,60,35-55,4,"86,50",84.88,-51,551,2157,63
107455FFF2014J,Fail,N,269,M,HE Qualification,50-60%,0,Ireland,120,0-35,5,"71,80",75.53860210141616,-22,308,1040,78
107489AAA2014J,Pass,N,269,F,HE Qualification,20-30%,0,London Region,60,0-35,5,"82,00",80.5,-81,1213,3722,84
1076015CCC2014J,Pass,N,269,M,A Level or Equivalent,80-90%,0,Scotland,60,35-55,8,"85,00",78.34,-22,228,601,56
1078701CCC2014J,Pass,N,269,F,HE Qualification,40-50%,0,South West Region,90,35-55,4,"93,75",92.52,-41,769,2847,90
1078701DDD2014J,Pass,N,262,F,HE Qualification,40-50%,0,South West Region,90,35-55,6,"84,17",79.5,-85,857,1914,111
107883CCC2014J,Withdrawn,N,269,F,HE Qualification,30-40%,0,North Western Region,90,35-55,2,"93,50",96.36363636363636,-82,166,626,47
1080206DDD2013J,Pass,N,261,F,HE Qualification,70-80%,0,Scotland,60,35-55,6,"83,00",82.14334470989762,-45,885,1793,187
108118BBB2013J,Pass,N,268,F,A Level or Equivalent,90-100%,0,South Region,60,35-55,8,"87,88",83.9047619047619,-32,128,396,41
1082062DDD2014J,Distinction,Y,262,M,Lower Than A Level,30-40%,0,North Western Region,60,35-55,5,"90,80",91,-53,1130,2461,103
108281EEE2014J,Pass,N,269,M,HE Qualification,10-20,0,Scotland,30,35-55,4,"90,50",89.72,-57,848,3797,63
108497EEE2014J,Pass,N,269,M,Lower Than A Level,0-10%,0,South West Region,60,0-35,4,"76,75",74.32,-50,711,2208,63
108760BBB2013J,Fail,N,268,F,Lower Than A Level,30-40%,3,London Region,60,35-55,9,"68,67",61.9375,-102,239,846,21
108789DDD2013J,Fail,Y,261,M,A Level or Equivalent,10-20,0,London Region,70,0-35,1,"27,00",27,-165,44,102,17
108859BBB2014J,Pass,Y,262,M,A Level or Equivalent,70-80%,0,South West Region,60,0-35,5,"55,40",70.15,-131,609,1996,111
108872AAA2014J,Pass,N,269,M,HE Qualification,80-90%,0,London Region,60,55<=,5,"61,80",60.9,-80,382,1377,64
108949FFF2014J,Fail,N,269,M,Lower Than A Level,10-20,2,North Western Region,60,0-35,4,"79,75",77.58883594281825,-60,75,105,32
1091274CCC2014J,Fail,N,269,M,HE Qualification,50-60%,0,Wales,60,35-55,3,"73,67",69,-18,342,972,118
109155AAA2014J,Pass,N,269,F,HE Qualification,90-100%,0,South Region,60,0-35,5,"67,80",67.2,-80,880,3019,83
109372BBB2013J,Pass,N,268,F,Lower Than A Level,"",0,South West Region,60,0-35,11,"85,36",79.51,-141,484,1450,44
109441BBB2014J,Pass,N,262,F,A Level or Equivalent,20-30%,0,South East Region,120,0-35,5,"70,00",87.45,-89,244,678,74
109577CCC2014J,Fail,N,269,M,A Level or Equivalent,70-80%,0,North Western Region,120,0-35,7,"61,71",53.03846153846154,-50,293,2018,45
109577FFF2014J,Pass,N,269,M,A Level or Equivalent,70-80%,0,North Western Region,120,0-35,11,"72,91",60.92443839346494,-50,397,1776,90
109782BBB2013J,Withdrawn,N,268,F,A Level or Equivalent,50-60%,0,Scotland,60,0-35,5,"77,20",65.62790697674419,-26,76,154,19
1100143FFF2013J,Distinction,N,268,M,A Level or Equivalent,50-60%,0,South West Region,120,35-55,12,"91,67",91,-18,2445,12323,278
1101190CCC2014J,Pass,N,269,M,HE Qualification,30-40%,0,North Western Region,60,35-55,8,"87,00",84.68,-32,279,784,63
110175AAA2013J,Pass,N,268,M,HE Qualification,80-90%,0,East Anglian Region,60,35-55,5,"63,40",63.7,-110,343,998,68
1103608DDD2013J,Pass,N,261,F,HE Qualification,70-80%,0,South West Region,60,35-55,6,"89,50",88.38371526084838,-165,1122,2735,192
110524DDD2014J,Pass,N,262,M,Lower Than A Level,50-60%,0,Ireland,60,35-55,6,"83,00",83,-22,433,876,124
1105438BBB2013J,Pass,N,268,F,A Level or Equivalent,40-50%,0,East Midlands Region,60,35-55,8,"85,38",77.9,-174,115,416,31
1105478AAA2013J,Pass,N,268,M,HE Qualification,80-90%,0,Scotland,60,55<=,5,"82,60",81.2,-144,512,1695,62
110640DDD2014J,Pass,N,262,F,HE Qualification,70-80%,0,East Anglian Region,120,35-55,6,"86,83",83.25,-162,596,1805,116
110789EEE2014J,Pass,N,269,F,Lower Than A Level,80-90%,0,East Midlands Region,60,0-35,4,"56,25",53.64,-78,255,1084,56
110820FFF2014J,Withdrawn,Y,269,M,A Level or Equivalent,40-50%,0,East Anglian Region,60,0-35,3,"79,33",76,-108,340,1114,58
110881FFF2013J,Pass,N,268,F,A Level or Equivalent,40-50%,0,East Anglian Region,60,0-35,12,"68,33",69.52763819095478,-16,1003,4278,155
110911BBB2014J,Pass,N,262,F,Lower Than A Level,80-90%,0,Scotland,60,0-35,5,"76,80",68.4,-39,141,520,47
1112555AAA2014J,Pass,N,269,F,A Level or Equivalent,30-40%,0,South Region,60,35-55,5,"66,80",66.6,-122,740,2404,94
111360DDD2013J,Fail,N,261,M,HE Qualification,30-40%,3,West Midlands Region,60,0-35,4,"36,75",36.59226292365628,-45,150,311,61
111548DDD2013J,Withdrawn,N,261,F,A Level or Equivalent,70-80%,1,South West Region,120,0-35,4,"22,50",24.43826473859844,-152,191,542,54
111717AAA2013J,Pass,N,268,F,HE Qualification,90-100%,0,East Anglian Region,60,35-55,3,"81,00",81.5,-43,589,2343,89
1118218CCC2014J,Withdrawn,N,269,M,A Level or Equivalent,70-80%,0,East Midlands Region,180,35-55,1,"67,00",67,-42,107,293,31
1118432BBB2014J,Distinction,N,262,F,HE Qualification,30-40%,0,North Western Region,60,35-55,5,"71,60",89.2,-59,460,2728,94
111926DDD2013J,Fail,N,261,M,Lower Than A Level,30-40%,1,East Anglian Region,60,0-35,3,"79,67",74.06501547987615,-44,368,967,86
111926DDD2014J,Pass,N,262,M,Lower Than A Level,30-40%,2,East Anglian Region,60,0-35,4,"76,25",76.15384615384616,-92,231,586,38
111942BBB2013J,Pass,N,268,F,A Level or Equivalent,70-80%,0,South West Region,120,35-55,11,"86,82",76.89,-128,720,1853,110
112454CCC2014J,Pass,N,269,M,HE Qualification,90-100%,0,South East Region,30,0-35,8,"77,38",84.22,-123,425,1131,93
113295AAA2013J,Pass,N,268,M,Lower Than A Level,60-70%,0,Yorkshire Region,60,35-55,5,"77,60",77.3,-26,1001,3553,92
113565FFF2013J,Pass,N,268,M,A Level or Equivalent,80-90%,0,Wales,180,0-35,12,"83,83",87.03974417542257,-31,478,2515,127
113698EEE2013J,Fail,N,268,M,Lower Than A Level,60-70%,0,South West Region,30,0-35,2,"61,00",62.63636363636363,-52,87,271,30
113702FFF2014J,Withdrawn,N,269,M,A Level or Equivalent,60-70%,0,Ireland,60,0-35,3,"84,67",92,-10,529,1936,98
113824EEE2013J,Fail,Y,268,M,Lower Than A Level,90-100%,0,East Anglian Region,120,0-35,2,"76,00",71.36363636363636,-108,121,590,33
11391AAA2013J,Pass,N,268,M,HE Qualification,90-100%,0,East Anglian Region,240,55<=,5,"82,00",82.4,-159,196,934,55
114017AAA2013J,Pass,N,268,F,Post Graduate Qualification,"",0,North Region,60,35-55,5,"71,80",72.3,-29,231,757,39
114367CCC2014J,Pass,N,269,F,A Level or Equivalent,70-80%,0,South West Region,60,35-55,8,"91,63",90,-51,688,2234,84
114402BBB2014J,Distinction,Y,262,F,Lower Than A Level,50-60%,0,South East Region,90,0-35,5,"87,60",85.7,-9,238,1123,64
114500FFF2013J,Fail,Y,268,M,Lower Than A Level,50-60%,0,London Region,120,35-55,12,"51,58",38.22521699406121,-5,713,3570,134
114558DDD2013J,Pass,N,261,M,Lower Than A Level,"",0,North Region,60,0-35,5,"71,60",70.93152542372881,-86,830,1620,163
114999AAA2013J,Pass,N,268,M,HE Qualification,60-70%,0,Yorkshire Region,60,35-55,5,"72,80",70.8,-68,510,1358,86
116290FFF2013J,Fail,N,268,M,A Level or Equivalent,50-60%,1,South Region,120,0-35,1,"84,00",84,-128,58,139,25
116529FFF2013J,Withdrawn,N,268,M,Lower Than A Level,30-40%,0,West Midlands Region,120,0-35,5,"88,00",85.92256341789053,-103,362,1319,76
116529FFF2014J,Fail,N,269,M,Lower Than A Level,30-40%,1,West Midlands Region,120,0-35,5,"88,00",85.92256341789053,-46,42,89,16
116541AAA2013J,Pass,N,268,M,HE Qualification,0-10%,0,Wales,60,0-35,5,"62,40",59.8,-68,514,1886,73
116606BBB2014J,Pass,N,262,M,A Level or Equivalent,50-60%,0,East Midlands Region,60,35-55,5,"58,00",80.45,-89,171,511,45
116631FFF2013J,Withdrawn,N,268,M,Lower Than A Level,30-40%,1,West Midlands Region,150,0-35,1,"68,00",68,-103,191,551,49
116692AAA2013J,Pass,N,268,M,A Level or Equivalent,70-80%,0,East Anglian Region,60,35-55,5,"74,20",74.2,-32,311,1108,64
116808FFF2013J,Distinction,N,268,M,HE Qualification,80-90%,0,Scotland,60,55<=,12,"95,42",95.2494289629968,-51,2503,12175,324
1170618BBB2013J,Distinction,N,268,F,HE Qualification,70-80%,0,South East Region,120,35-55,10,"92,60",86.60975609756098,32,231,550,73
117197EEE2013J,Pass,N,268,F,A Level or Equivalent,40-50%,0,South Region,130,0-35,4,"88,75",90.88,-66,235,1009,44
117232FFF2013J,Pass,N,268,M,A Level or Equivalent,20-30%,0,Ireland,90,0-35,12,"76,33",77.68433074463226,-50,469,1593,97
1173473DDD2014J,Pass,N,262,M,Lower Than A Level,70-80%,0,South Region,60,55<=,6,"77,00",74.3,-161,1075,2547,160
117544BBB2014J,Pass,N,262,F,Lower Than A Level,80-90%,0,South West Region,60,35-55,5,"70,20",60.3,-141,682,2580,101
117545BBB2014J,Fail,N,262,F,Lower Than A Level,10-20,4,Wales,120,0-35,2,"91,00",82,-4,98,442,39
117818AAA2014J,Pass,N,269,F,A Level or Equivalent,40-50%,0,London Region,60,35-55,5,"57,60",56.5,-92,463,1695,77
118050FFF2013J,Pass,N,268,M,Lower Than A Level,60-70%,0,East Anglian Region,90,0-35,11,"74,82",72.19643672910004,-129,341,1206,64
118213BBB2014J,Fail,N,262,F,HE Qualification,20-30%,0,London Region,60,35-55,5,"30,60",36.45,-29,15,21,7
1183831AAA2014J,Withdrawn,N,269,M,HE Qualification,70-80%,0,South West Region,60,55<=,3,"71,33",70.4,-115,701,2818,126
118578DDD2014J,Withdrawn,Y,262,F,A Level or Equivalent,60-70%,2,Scotland,60,0-35,4,"59,75",48.5,-30,364,792,85
1187586DDD2013J,Pass,N,261,M,HE Qualification,80-90%,0,Scotland,90,55<=,6,"85,83",82.19063871282303,-72,549,1314,134
118983AAA2013J,Pass,N,268,M,HE Qualification,30-40%,0,East Midlands Region,120,0-35,5,"61,80",59,-99,111,284,35
119310CCC2014J,Withdrawn,N,269,M,Lower Than A Level,20-30%,0,North Western Region,150,0-35,1,"33,00",33,-30,42,119,14
119310FFF2014J,Pass,N,269,M,Lower Than A Level,20-30%,0,North Western Region,150,0-35,12,"78,00",74.50114207400638,-57,566,2490,118
119444BBB2014J,Withdrawn,N,262,F,Lower Than A Level,20-30%,0,East Midlands Region,120,0-35,1,"1,00",,-28,38,83,12
119865FFF2014J,Distinction,N,269,M,A Level or Equivalent,30-40%,0,South West Region,60,0-35,12,"89,75",88.28917313841936,-37,652,2527,136
119898BBB2013J,Pass,N,268,F,Lower Than A Level,30-40%,2,West Midlands Region,60,0-35,11,"68,82",71.46,-195,79,167,23
119902AAA2014J,Withdrawn,N,269,F,A Level or Equivalent,60-70%,0,South West Region,60,35-55,4,"67,00",65.85714285714286,-31,651,2590,79
120236CCC2014J,Fail,N,269,M,A Level or Equivalent,30-40%,0,East Midlands Region,100,0-35,8,"46,63",44.8,-3,313,1281,60
120999DDD2013J,Pass,N,261,M,Lower Than A Level,80-90%,1,East Anglian Region,60,0-35,6,"68,33",62.07289127254998,-60,255,507,63
121056GGG2013J,Withdrawn,N,261,F,Lower Than A Level,30-40%,0,West Midlands Region,30,0-35,1,"45,00",,-81,9,17,4
121163EEE2014J,Withdrawn,N,269,M,Lower Than A Level,10-20,0,London Region,30,0-35,1,"90,00",90,-22,139,449,32
121182GGG2014J,Distinction,N,269,M,A Level or Equivalent,20-30%,0,North Western Region,30,0-35,7,"81,57",,-108,51,92,18
121349AAA2014J,Pass,N,269,F,A Level or Equivalent,40-50%,1,South West Region,60,35-55,5,"76,00",77.3,-28,451,2259,72
122459GGG2013J,Pass,N,261,F,Lower Than A Level,40-50%,0,East Anglian Region,90,0-35,9,"69,56",,-141,95,270,29
122636GGG2013J,Fail,N,261,F,Lower Than A Level,10-20,0,South East Region,30,0-35,1,"45,00",,-25,42,110,7
122739DDD2013J,Fail,N,261,M,A Level or Equivalent,30-40%,0,Yorkshire Region,60,0-35,5,"40,60",30.988474576271184,-34,247,526,71
122846GGG2013J,Pass,N,261,F,Lower Than A Level,0-10%,0,Yorkshire Region,30,0-35,7,"54,86",,-99,257,1051,48
122928GGG2013J,Fail,N,261,F,Lower Than A Level,60-70%,0,East Anglian Region,30,35-55,6,"74,33",,-40,51,184,20
123044AAA2013J,Pass,N,268,M,A Level or Equivalent,40-50%,0,South Region,60,35-55,5,"71,40",70.7,-82,600,2041,75
123053DDD2014J,Withdrawn,N,262,M,Lower Than A Level,60-70%,1,East Anglian Region,120,0-35,5,"85,80",89.06666666666666,-44,181,342,39
123087BBB2014J,Pass,N,262,F,A Level or Equivalent,0-10%,0,West Midlands Region,120,0-35,5,"74,00",65.35,-162,150,470,47
123183DDD2014J,Pass,N,262,M,HE Qualification,50-60%,0,Wales,60,35-55,5,"91,00",89.16666666666667,-123,1014,2893,180
123497DDD2013J,Fail,N,261,M,A Level or Equivalent,70-80%,1,East Anglian Region,60,0-35,2,"75,50",79.56859504132233,-72,212,497,59
123598CCC2014J,Pass,Y,269,M,A Level or Equivalent,50-60%,1,Scotland,60,0-35,4,"88,25",87.6,-28,240,740,44
123598DDD2013J,Distinction,Y,261,M,A Level or Equivalent,50-60%,0,Scotland,90,0-35,5,"73,60",71.17158252977879,-32,437,806,131
123716BBB2013J,Pass,N,268,M,Lower Than A Level,10-20,0,North Region,90,0-35,11,"80,36",74.18,-39,507,1068,41
123957DDD2013J,Withdrawn,N,261,F,Lower Than A Level,70-80%,0,North Western Region,120,0-35,3,"61,00",49.29411764705882,-39,249,609,63
123957DDD2014J,Fail,N,262,F,Lower Than A Level,70-80%,1,North Western Region,60,0-35,4,"62,50",66,-39,27,64,21
124006DDD2013J,Pass,Y,261,F,A Level or Equivalent,30-40%,1,Scotland,70,0-35,5,"65,80",59.38542372881356,-51,322,734,103
124064AAA2014J,Distinction,N,269,F,A Level or Equivalent,60-70%,0,South East Region,120,0-35,5,"87,20",87.6,-44,741,2042,61
124304EEE2014J,Pass,N,269,M,A Level or Equivalent,10-20,0,North Region,60,0-35,4,"90,00",89.52,-60,478,1995,55
124711CCC2014J,Withdrawn,N,269,M,Lower Than A Level,10-20,0,London Region,60,55<=,1,"44,00",44,-155,78,196,27
124728DDD2014J,Withdrawn,Y,262,F,A Level or Equivalent,10-20,1,North Western Region,60,35-55,2,"75,00",76.66666666666667,-153,716,1802,113
124909BBB2013J,Pass,N,268,M,Lower Than A Level,40-50%,0,Yorkshire Region,60,35-55,11,"82,00",70.88,-117,732,1520,48
125018AAA2014J,Pass,N,269,M,HE Qualification,70-80%,0,South Region,60,35-55,5,"64,80",64.3,-36,614,2195,59
125063FFF2014J,Fail,N,269,M,Lower Than A Level,60-70%,0,London Region,60,35-55,12,"78,83",78.94700776610324,-136,790,3676,161
1253440FFF2013J,Fail,Y,268,M,Lower Than A Level,40-50%,0,North Western Region,60,35-55,2,"69,00",70,-95,112,517,51
125407GGG2014J,Pass,Y,269,F,Lower Than A Level,80-90%,0,East Anglian Region,30,0-35,7,"71,43",,-52,78,160,17
125535BBB2014J,Pass,N,262,F,A Level or Equivalent,30-40%,2,Scotland,120,35-55,5,"38,20",48.5,-45,107,196,32
125777CCC2014J,Withdrawn,N,269,M,HE Qualification,30-40%,0,London Region,30,35-55,2,"93,50",96.36363636363636,-29,121,438,37
125830DDD2014J,Withdrawn,Y,262,F,HE Qualification,40-50%,0,South West Region,120,35-55,4,"69,25",64.6,-9,542,1810,111
126074FFF2013J,Withdrawn,N,268,M,Lower Than A Level,0-10%,0,West Midlands Region,120,35-55,1,,,-136,74,209,42
126337EEE2013J,Withdrawn,N,268,M,Lower Than A Level,20-30%,0,West Midlands Region,90,0-35,3,"64,67",60.44444444444444,-183,498,1785,53
126394DDD2013J,Pass,N,261,M,A Level or Equivalent,90-100%,0,Wales,120,0-35,6,"85,83",82.33105802047783,-37,517,1884,96
126450EEE2014J,Pass,N,269,M,A Level or Equivalent,20-30%,0,North Western Region,60,0-35,4,"81,00",79.8,-66,682,2566,64
126769BBB2014J,Pass,N,262,F,Lower Than A Level,0-10%,1,West Midlands Region,60,0-35,5,"60,00",54,-107,351,1362,88
126800BBB2014J,Pass,N,262,F,A Level or Equivalent,60-70%,0,East Midlands Region,120,35-55,5,"68,00",88.85,-71,410,1501,88
126812CCC2014J,Withdrawn,N,269,F,A Level or Equivalent,40-50%,0,East Midlands Region,120,0-35,4,"47,75",40.45,-46,191,661,32
126812DDD2013J,Pass,N,261,F,A Level or Equivalent,40-50%,0,East Midlands Region,120,0-35,5,"61,80",55.231864406779664,-61,1006,2201,153
1268696AAA2014J,Pass,N,269,M,HE Qualification,80-90%,0,South West Region,60,35-55,5,"60,20",61.2,-79,122,326,24
127179FFF2014J,Withdrawn,N,269,M,A Level or Equivalent,0-10%,0,South West Region,60,0-35,2,"69,00",68.99999999999999,-81,86,358,41
127582AAA2013J,Pass,N,268,F,A Level or Equivalent,40-50%,0,East Midlands Region,180,0-35,5,"69,60",69.4,-31,440,1321,64
127642FFF2013J,Pass,N,268,F,A Level or Equivalent,20-30%,1,Yorkshire Region,120,35-55,12,"85,58",82.67108268615806,-32,518,2906,135
127988DDD2013J,Pass,N,261,M,A Level or Equivalent,80-90%,0,Yorkshire Region,150,0-35,4,"68,50",61.88765294771969,-26,136,186,43
128072CCC2014J,Withdrawn,N,269,M,HE Qualification,90-100%,0,Scotland,120,0-35,1,"67,00",67,-15,58,153,25
1282596DDD2013J,Fail,N,261,M,HE Qualification,40-50%,4,West Midlands Region,60,35-55,4,"67,50",52.31256952169077,-155,1268,4322,163
128386BBB2013J,Fail,N,268,M,Lower Than A Level,30-40%,0,South Region,60,35-55,3,"88,33",68.5,-47,34,66,7
128510CCC2014J,Pass,N,269,F,Lower Than A Level,50-60%,1,Scotland,120,0-35,5,"87,80",90.97058823529412,-156,203,459,39
128656DDD2013J,Pass,N,261,F,A Level or Equivalent,10-20,0,North Region,60,0-35,4,"73,00",56.86874304783092,-24,151,386,87
128817EEE2014J,Withdrawn,N,269,M,Lower Than A Level,90-100%,0,East Anglian Region,60,35-55,1,"66,00",66,-53,177,735,30
128889BBB2013J,Pass,N,268,F,A Level or Equivalent,90-100%,1,South Region,120,35-55,11,"85,09",84.06,-12,1710,9524,82
128929EEE2013J,Distinction,N,268,F,A Level or Equivalent,10-20,0,North Region,145,0-35,4,"92,25",91.32,-150,337,1410,63
